gene	m
SIRPB1	3
SIRPG	2
SIRT1	20
SIRT1-AS	1
SIRT2	8
SIRT3	15
SIRT5	5
SIRT6	2
SIX1	21
SIX2	10
SIX3	91
SIX4	2
SIX5	11
SIX6	11
SKA1	1
SKA3	1
SKI	40
SKIDA1	2
SKIL	4
SKIV2L	36
SKOR2	1
SLAIN1	1
SLAIN2	1
SLAMF1	1
SLAMF9	1
SLBP	2
SLC10A1	8
SLC10A2	9
SLC10A5	4
SLC10A6	1
SLC10A7	8
SLC11A1	11
SLC11A2	10
slc11a2i1	1
SLC12A1	101
SLC12A2	7
SLC12A3	542
SLC12A4	3
slc12a4tv4	1
SLC12A5	17
SLC12A6	22
SLC12A7	2
SLC12A9	1
SLC13A1	5
SLC13A2	7
SLC13A3	3
SLC13A4	3
SLC13A5	22
SLC14A1	30
SLC14A2	3
SLC15A1	2
SLC15A4	4
SLC16A1	15
SLC16A10	1
SLC16A11	2
SLC16A12	18
SLC16A2	110
SLC16A3	2
SLC16A5	1
SLC16A7	1
SLC16A8	1
SLC16A9	1
SLC17A1	3
SLC17A3	6
SLC17A4	2
SLC17A5	56
SLC17A7	1
SLC17A8	8
SLC17A9	4
SLC18A1	7
SLC18A2	9
SLC18A3	7
SLC19A1	4
SLC19A2	63
SLC19A3	41
SLC1A1	12
SLC1A2	8
SLC1A3	19
SLC1A4	9
SLC1A5	1
SLC20A1	3
SLC20A2	131
SLC22A1	20
SLC22A10	1
SLC22A11	3
SLC22A12	55
SLC22A14	2
SLC22A16	1
SLC22A18	1
SLC22A2	8
SLC22A20P	1
SLC22A23	3
SLC22A24	1
SLC22A25	2
SLC22A3	10
SLC22A4	13
SLC22A5	166
SLC22A6	3
SLC22A9	2
SLC23A1	2
SLC23A2	2
SLC24A1	27
SLC24A2	4
SLC24A3	1
SLC24A4	6
SLC24A5	29
SLC25A1	25
SLC25A10	4
SLC25A11	6
SLC25A12	7
SLC25A13	119
SLC25A15	42
SLC25A16	2
SLC25A19	10
SLC25A20	43
SLC25A21	2
SLC25A22	16
SLC25A23	1
SLC25A24	2
SLC25A26	4
SLC25A29	1
SLC25A3	6
SLC25A30	1
SLC25A32	3
SLC25A38	30
SLC25A39	1
SLC25A4	17
SLC25A40	2
SLC25A42	2
SLC25A43	3
SLC25A46	18
slc25a46tv2	1
SLC25A5	3
SLC25A53	1
SLC25A6	2
SLC26A1	6
SLC26A2	57
SLC26A3	98
SLC26A4	587
slc26a4tv	1
SLC26A5	9
SLC26A6	3
SLC26A7	6
SLC26A8	5
SLC26A9	8
SLC27A1	1
SLC27A4	26
SLC27A5	1
SLC28A1	5
SLC28A2	5
SLC28A3	1
SLC29A1	7
SLC29A2	2
SLC29A3	32
SLC29A4	6
SLC2A1	325
SLC2A10	37
SLC2A13	1
SLC2A2	89
SLC2A3	3
SLC2A4	3
SLC2A4RG	2
SLC2A5	2
SLC2A9	32
SLC30A10	22
SLC30A2	29
SLC30A3	4
SLC30A4	1
SLC30A5	1
SLC30A6	1
SLC30A7	1
SLC30A8	5
SLC30A9	2
SLC31A1	3
SLC33A1	7
SLC34A1	39
SLC34A2	20
SLC34A3	47
SLC35A1	6
SLC35A2	66
slc35a2tv2	1
SLC35A3	5
SLC35B2	1
SLC35C1	8
SLC35C2	1
SLC35D1	7
SLC35D3	2
SLC35E1	1
SLC35E3	1
SLC35F1	1
SLC35F5	2
SLC35G2	1
SLC35G5	1
SLC36A2	2
SLC36A4	1
SLC37A3	1
SLC37A4	116
SLC38A3	1
SLC38A8	18
SLC39A11	1
SLC39A12	2
SLC39A13	9
SLC39A14	9
SLC39A2	1
SLC39A4	52
SLC39A5	8
SLC39A6	1
SLC39A7	8
SLC39A8	8
SLC3A1	247
SLC3A2	2
SLC40A1	67
SLC41A1	6
SLC41A2	3
SLC41A3	1
SLC44A1	2
SLC44A2	2
SLC44A4	1
SLC45A1	4
SLC45A2	168
SLC45A3	1
SLC45A4	1
SLC46A1	23
SLC47A1	14
SLC47A2	8
SLC48A1	1
SLC49A3	2
SLC49A4	1
SLC4A1	162
SLC4A10	11
SLC4A11	111
SLC4A2	2
SLC4A3	4
SLC4A4	22
SLC4A7	5
SLC4A8	1
SLC51B	1
SLC52A1	3
SLC52A2	32
SLC52A3	45
SLC5A1	62
SLC5A10	2
SLC5A11	1
SLC5A12	2
SLC5A2	102
SLC5A4	1
SLC5A5	21
SLC5A6	4
SLC5A7	22
SLC5A9	6
SLC6A1	56
SLC6A11	1
SLC6A12	1
SLC6A13	4
slc6a13tv3	1
SLC6A14	3
SLC6A15	2
SLC6A17	4
SLC6A18	4
SLC6A19	27
SLC6A2	12
SLC6A20	2
SLC6A3	47
SLC6A4	22
SLC6A5	35
SLC6A6	2
SLC6A8	140
SLC6A9	5
SLC7A1	1
SLC7A10	3
SLC7A11	1
SLC7A13	2
SLC7A14	9
SLC7A2	3
SLC7A3	4
SLC7A5	3
SLC7A6	2
SLC7A6OS	1
SLC7A7	69
SLC7A8	6
SLC7A9	160
SLC8A1	2
SLC8A2	1
SLC8A3	1
SLC8B1	3
SLC9A1	8
SLC9A3	16
SLC9A3R1	9
SLC9A4	1
SLC9A6	34
slc9a6tv1	17
SLC9A7	1
SLC9A9	14
SLC9C1	1
SLCO1A2	11
SLCO1B1	26
SLCO1B3	10
SLCO1B7	3
SLCO1C1	3
SLCO2A1	82
SLCO2B1	4
SLCO4A1	2
SLCO4C1	2
SLF2	1
SLFN11	1
SLFN13	4
SLFN14	6
SLFN5	3
SLIT1	1
SLIT2	12
SLIT3	9
SLITRK1	11
SLITRK2	1
SLITRK4	2
SLITRK5	9
SLITRK6	6
SLK	2
SLMAP	5
SLTM	1
SLURP1	25
SLX4	80
SMAD1	3
SMAD2	19
SMAD3	131
SMAD4	151
SMAD6	51
SMAD7	10
smad7tv4	1
SMAD9	25
SMAP2	2
SMARCA1	5
SMARCA2	90
SMARCA4	65
SMARCA5	1
SMARCAD1	3
smarcad1v4	9
SMARCAL1	94
SMARCB1	123
SMARCC1	11
SMARCC2	15
smarcc2tv3	1
SMARCD1	7
SMARCD2	1
SMARCE1	16
SMC1A	111
SMC1B	5
SMC2	2
SMC3	30
SMC4	2
SMC5	1
SMC6	1
SMCHD1	139
SMDT1	1
SMG1	1
SMG6	4
SMG7	2
SMG8	1
SMG9	3
SMIM1	4
SMN1	117
SMN2	9
SMNDC1	1
SMO	12
SMOC1	17
SMOC2	2
SMPD1	260
SMPD3	1
SMPX	17
SMS	15
SMTN	1
SMTNL1	1
SMTNL2	1
SMU1	1
SMUG1	1
SMURF1	3
SMURF2	2
SMYD1	3
SMYD3	3
SMYD4	1
SMYD5	1
SNAI1	2
SNAI2	4
SNAI3	1
SNAP23	1
SNAP25	8
snap25b	2
SNAP29	14
SNAP91	1
SNAPC3	1
SNAPC4	1
SNAPC5	1
SNCA	41
SNCAIP	6
SNCB	2
SND1	5
SNHG14	1
SNIP1	1
snora18l5	1
SNORD116@	9
SNORD118	40
SNORD50A	1
SNRK	1
SNRNP200	38
SNRPA	2
SNRPB	7
SNRPC	1
SNRPE	2
SNRPN	26
SNTA1	19
SNTG1	3
SNTG2	2
SNUPN	1
SNURF	2
SNW1	1
SNX1	1
SNX10	14
SNX11	1
SNX13	1
SNX14	20
SNX19	5
SNX2	1
SNX22	1
SNX27	1
SNX3	2
SNX31	1
SNX32	2
SNX5	2
SNX8	2
SOAT1	1
SOAT2	2
SOBP	1
SOCS1	2
SOCS3	4
SOCS4	2
SOD1	224
SOD2	5
SOD3	3
SOGA3	2
SOHLH1	10
SOHLH2	7
SON	32
sontvf	1
SORBS1	3
SORBS2	1
SORBS3	1
SORCS1	7
SORCS3	2
SORL1	154
SORT1	18
SOS1	109
SOS2	7
SOST	20
SOX10	172
SOX11	16
SOX13	1
SOX15	1
SOX17	25
SOX18	7
SOX2	110
SOX3	31
SOX30	1
SOX4	7
SOX5	30
sox5tv2	4
SOX6	6
SOX7	4
SOX8	14
SOX9	157
SP1	1
SP100	1
SP110	13
SP140	1
SP2	2
SP3	2
SP4	1
SP7	3
SP8	2
SPACA3	1
SPAG1	12
SPAG16	3
SPAG17	5
SPAG5	3
SPAG7	1
SPAG9	4
SPANXA2	1
SPANXC	2
SPANXN5	1
SPARC	5
SPARCL1	1
SPART	9
SPAST	748
SPATA13	5
SPATA16	2
SPATA17	1
SPATA2	1
SPATA21	1
SPATA22	1
SPATA32	1
SPATA5	31
SPATA5L1	2
SPATA7	41
SPATA8	1
SPATC1	1
SPATC1L	6
SPATS2L	1
SPC24	1
SPDEF	1
SPDL1	1
SPDYC	2
SPECC1L	15
SPEF1	1
SPEG	18
SPEM2	1
SPEN	9
SPERT	1
SPG11	312
SPG21	3
SPG7	134
SPHK2	1
SPI1	4
SPIB	1
SPICE1	1
SPIDR	1
SPIN1	1
SPIN3	1
SPINK1	58
SPINK2	2
SPINK5	93
SPINK7	1
SPINT2	14
SPO11	1
SPOCK1	1
SPOP	1
SPOUT1	2
SPP1	8
SPP2	3
SPPL2A	2
SPPL2C	7
SPPL3	1
SPR	28
SPRED1	93
SPRED2	3
SPRN	1
SPRR1A	1
SPRR2A	1
SPRR3	1
SPRTN	3
SPRY1	3
SPRY2	4
SPRY3	2
SPRY4	12
SPSB1	1
SPTA1	102
SPTAN1	55
SPTB	150
SPTBN1	2
SPTBN2	40
SPTBN4	11
SPTBN5	4
SPTLC1	12
SPTLC2	17
SPTLC3	1
SPTY2D1	1
SQLE	1
SQSTM1	108
SRA1	6
SRBD1	1
SRC	3
SRCAP	54
SRCIN1	1
SRD5A2	139
SRD5A3	16
SREBF1	4
SREBF2	4
SREK1	2
SRF	1
SRGAP1	5
SRGAP2	2
SRGAP3	9
SRI	2
SRL	1
SRP54	8
SRP72	5
SRPK2	4
SRPK3	1
SRPRA	1
SRPX	1
SRPX2	4
SRR	2
SRRM1	1
SRRM2	5
SRRM4	1
SRRT	1
SRSF11	2
SRSF2	1
SRSF6	1
SRSF7	1
SRY	111
SS18	1
SS18L1	5
SSBP1	4
SSBP2	2
SSBP3	2
SSC5D	1
SSH1	5
SSH2	3
SSPN	2
SSPO	3
SSR3	1
SSR4	8
SSRP1	1
SST	1
SSTR1	1
SSTR2	3
SSTR3	1
SSTR5	5
SSUH2	1
SSX1	2
SSX3	1
SSX7	1
ST14	10
ST18	1
ST3GAL3	5
ST3GAL5	8
ST3GAL6	2
ST5	6
ST6GAL2	2
ST6GALNAC5	2
ST7	2
ST8SIA1	2
ST8SIA2	2
STAB1	5
STAB2	3
STAC2	3
STAC3	5
STAG1	24
STAG2	28
STAG3	13
STAM	3
STAMBP	20
STAMBPL1	1
STAP1	6
STAP2	1
STAR	85
STARD10	3
STARD13	1
STARD3	1
STARD4	1
STARD6	1
STARD7	1
STARD8	1
STARD9	5
STAT1	137
STAT2	9
STAT3	171
STAT4	6
STAT5A	2
STAT5B	14
STAT6	5
STAU2	2
STC2	2
STEAP2	1
STEAP3	2
STEAP4	2
STH	1
STIL	18
STIM1	26
stim1i1	2
STIMATE	1
STING1	15
STK10	3
STK11	555
STK11IP	2
STK16	2
STK19	1
STK3	3
STK31	1
STK32C	1
STK36	5
STK38L	3
STK39	1
stk3i2	1
STK4	9
STKLD1	1
STMN1	1
STN1	3
STON2	2
STOX1	5
STPG3	1
STRA6	36
STRA8	1
STRADA	6
STRAP	1
STRC	95
STRIP2	2
STRN	2
STS	87
STT3A	4
STT3B	5
STUB1	35
STX11	25
STX16	6
STX18	1
STX19	1
STX1A	5
STX1B	26
STX2	1
STX3	6
STX7	1
STXBP1	250
stxbp1tv2	1
STXBP2	87
stxbp2tv3	5
STXBP3	1
STXBP4	1
STXBP5	6
STXBP5L	2
STYXL1	1
SUCLA2	32
SUCLG1	34
SUCLG2	2
SUCO	5
SUFU	51
SUGCT	7
SUGP1	1
SUGP2	1
SULF1	6
SULF2	2
SULT1A1	7
SULT1A2	1
SULT1A3	1
SULT1B1	2
SULT1C2	4
SULT1C3	1
SULT1E1	1
SULT2A1	1
SULT2B1	10
SULT4A1	1
SUMF1	55
SUMF2	1
SUMO1	2
SUMO4	1
SUN1	7
SUN2	5
SUN5	12
SUOX	29
SUPT16H	6
SUPT20H	1
SUPT3H	1
SUPT5H	1
SURF1	128
SURF6	1
SUSD1	1
SUSD4	3
SUSD4tv1	1
SUZ12	3
SV2A	5
SV2B	1
SV2C	1
SVBP	1
SVEP1	4
SVIL	4
SVOPL	2
SWAP70	1
SYBU	1
SYCE1	4
SYCE1L	1
SYCE2	1
SYCN	1
SYCP3	6
SYDE1	1
SYDE2	1
SYF2	1
SYK	10
SYMPK	2
SYN1	10
SYN2	5
SYN3	2
SYNC	1
SYNCRIP	4
syncriptv4	1
SYNDIG1	1
SYNE1	173
syne1tv1	1
SYNE2	13
SYNE4	2
SYNGAP1	178
SYNGR1	6
syngr1c	1
SYNJ1	30
synj1tv2	1
SYNJ2	1
SYNM	6
SYNPO	4
SYNPO2L	1
SYNPR	1
SYNRG	2
SYP	8
SYPL2	1
SYT1	9
SYT11	1
SYT14	3
SYT2	5
SYT7	1
SYT9	1
SYTL2	1
SYTL4	2
SYVN1	1
SZT2	37
TAAR1	4
TAAR2	1
TAAR9	1
TAB2	34
TAC1	1
TAC3	10
TACC2	8
TACO1	3
TACR3	41
TACSTD2	34
TADA1	1
TAF1	19
TAF13	5
TAF15	12
TAF1A	3
TAF1C	3
TAF1L	1
TAF2	4
TAF3	2
TAF4	2
TAF4B	1
TAF5	1
TAF6	5
TAF7L	2
TAF8	1
TAF9	2
TAF9B	2
TAFA1	1
TAGAP	2
TAL1	2
TALDO1	14
TANC1	4
TANC2	7
TANGO2	16
TANK	2
TAOK1	8
TAOK2	5
taok2tv1	1
TAOK3	3
TAP1	9
TAP2	16
TAPBP	3
TAPT1	3
TARBP1	5
TARDBP	73
TARS1	3
TARS2	3
TAS1R1	3
TAS1R2	1
TAS1R3	5
TAS2R10	1
TAS2R16	2
TAS2R19	1
TAS2R3	2
TAS2R30	1
TAS2R31	7
TAS2R38	8
TAS2R42	1
TAS2R43	2
TAS2R46	1
TAS2R50	1
TAS2R9	1
TASOR2	4
TASP1	3
TAT	36
TATDN2	1
TAX1BP3	1
TAZ	161
TBATA	1
TBC1D1	7
TBC1D10A	1
TBC1D10B	2
TBC1D14	1
TBC1D17	1
tbc1d1tv2	1
TBC1D2	1
TBC1D20	7
TBC1D22B	1
TBC1D23	9
TBC1D24	91
TBC1D25	1
TBC1D2B	7
TBC1D30	2
TBC1D31	2
TBC1D32	1
TBC1D4	3
TBC1D7	2
TBC1D8	2
TBC1D8B	3
TBC1D9	1
TBCB	1
TBCD	29
TBCE	9
TBCK	18
TBK1	146
TBL1X	9
TBL1XR1	29
TBL1Y	3
TBL3	1
TBP	20
TBPL2	1
TBR1	19
TBRG1	3
TBX1	88
TBX10	2
TBX15	5
TBX18	13
TBX19	29
TBX2	17
TBX20	38
TBX21	5
TBX22	30
TBX3	32
TBX4	98
TBX5	161
TBX6	51
TBXA2R	12
tbxa2re	1
TBXAS1	13
TBXT	16
TCAP	33
TCEA3	1
TCERG1L	2
TCF12	75
TCF19	2
TCF20	79
TCF21	5
TCF3	7
tcf3tv2	1
TCF4	176
tcf4tv3	2
tcf4tv6	1
tcf4tv8	2
TCF7	2
TCF7L1	2
TCF7L2	14
TCHH	2
TCHHL1	1
TCIRG1	147
TCL1A	1
TCN1	4
TCN2	42
TCOF1	345
TCP1	1
TCP10	1
TCP11L2	2
TCTE3	1
TCTEX1D2	6
TCTN1	10
TCTN2	15
TCTN3	13
TDG	3
TDGF1	6
TDO2	3
TDP1	4
TDP2	8
TDRD1	2
TDRD10	1
TDRD6	2
TDRD7	7
TDRD9	2
TDRG1	1
TEAD1	3
TEAD2	1
TEAD4	1
TECPR2	9
TECR	1
TECRL	4
TECTA	137
TEDC1	3
TEF	2
TEFM	1
TEK	36
TEKT1	3
TEKT2	1
TEKT4	2
TEKT5	3
TELO2	8
TENM1	5
TENM2	2
TENM3	6
TENM4	23
TENT2	2
TENT4A	1
TENT5A	4
TEP1	4
TEPP	1
TERC	87
TERF1	2
TERF2	8
TERF2IP	6
TERT	222
TESK2	4
TESMIN	1
TET1	4
TET2	14
TET3	1
TEX10	3
TEX11	10
TEX13B	1
TEX14	5
TEX15	14
TEX264	1
TEX33	1
TEX45	1
TF	34
TFAM	4
TFAP2A	45
tfap2a2	1
TFAP2B	21
TFAP2C	1
TFAP2D	1
TFAP4	2
TFB1M	2
TFB2M	1
TFCP2	2
TFDP1	2
TFE3	2
TFEB	1
TFF1	1
TFG	10
TFPI	5
TFR2	55
TFRC	3
TG	176
TGDS	7
TGFB1	36
TGFB2	48
TGFB3	35
TGFBI	73
TGFBR1	96
TGFBR2	163
tgfbr2a	4
TGFBR3	8
TGFBRAP1	1
TGIF1	28
tgif1tv1	1
TGM1	210
TGM2	10
TGM3	5
TGM4	1
TGM5	27
TGM6	27
TH	79
THADA	2
THAP1	99
THAP11	1
THAP5	1
THBD	35
THBS1	16
THBS2	4
THBS3	4
THBS4	1
THEM4	1
THEMIS	1
THG1L	7
THNSL2	1
THOC2	11
THOC6	13
THOP1	1
THPO	16
THRA	16
THRAP3	2
THRB	179
THSD1	12
THSD4	1
THSD7A	1
THSD7B	2
THUMPD1	1
THUMPD3	1
THYN1	1
TIA1	13
TIAL1	1
TIAM1	5
TIAM2	1
TICAM1	4
TIE1	1
TIFA	1
TIGD2	1
TIGD6	1
TIGD7	1
TIMELESS	3
TIMM22	2
TIMM44	3
TIMM50	7
TIMM8A	25
TIMMDC1	1
TIMP1	2
TIMP2	9
TIMP3	21
TIMP4	1
TINAG	3
TINF2	46
TIPIN	1
TIRAP	9
TJP1	5
TJP2	33
tjp2tv3	1
TJP3	1
TK2	67
TKFC	1
TKT	7
TKTL2	1
TLE1	1
TLE2	1
TLE3	1
TLE4	1
tle4tv3	1
TLE6	2
TLK1	3
TLK2	40
TLL1	7
TLL2	1
TLN1	14
TLN2	3
TLR1	12
TLR10	10
TLR2	13
TLR3	19
TLR4	19
TLR5	8
TLR6	12
TLR7	4
TLR8	4
TLR9	6
TLX2	1
TLX3	1
TM2D3	3
TM4SF19	1
TM4SF20	2
TM6SF2	2
TM7SF3	1
TM9SF3	1
TM9SF4	1
TMC1	112
TMC3	2
TMC4	2
TMC6	10
TMC8	13
TMCO1	7
TMCO3	3
TMCO5A	1
TMED4	1
TMED5	1
TMED6	1
TMED7	1
TMED7-TICAM2	2
TMEFF1	1
TMEM105	1
TMEM106B	3
TMEM107	3
TMEM114	2
TMEM115	1
TMEM120A	1
TMEM121	1
TMEM126A	4
TMEM126B	4
TMEM127	58
TMEM131L	2
TMEM132A	1
TMEM132D	9
TMEM132E	1
TMEM135	2
TMEM138	10
TMEM139	1
TMEM147	2
TMEM154	1
TMEM165	6
TMEM175	2
TMEM176A	1
TMEM178A	2
TMEM18	2
TMEM184B	1
TMEM187	2
TMEM199	5
TMEM201	2
TMEM205	1
TMEM214	2
TMEM216	8
TMEM217	1
TMEM219	1
TMEM220	1
TMEM222	1
TMEM230	7
TMEM231	19
TMEM232	1
TMEM237	12
TMEM240	9
TMEM241	1
TMEM256	1
TMEM26	2
TMEM260	3
TMEM38B	10
TMEM39A	1
TMEM39B	1
TMEM41A	1
TMEM42	1
TMEM43	26
TMEM45A	1
TMEM47	2
TMEM61	1
TMEM62	1
TMEM63A	1
TMEM63B	2
TMEM63C	1
TMEM65	1
TMEM67	175
TMEM70	23
TMEM71	1
TMEM79	1
TMEM87B	3
TMEM8A	1
TMEM9	1
TMEM92	1
TMEM94	10
TMEM98	6
TMF1	2
TMIE	10
TMLHE	8
TMPO	14
tmpotv2	2
TMPRSS11A	1
TMPRSS11D	3
TMPRSS11E	1
TMPRSS15	6
TMPRSS2	3
TMPRSS3	91
TMPRSS4	2
TMPRSS5	3
TMPRSS6	108
TMTC1	1
TMTC2	2
TMTC3	10
TMX3	7
TNC	9
TNF	12
TNFAIP1	1
TNFAIP2	1
TNFAIP3	42
TNFAIP8	1
TNFRSF10A	4
TNFRSF10B	1
TNFRSF11A	27
TNFRSF11B	25
TNFRSF13B	52
TNFRSF13C	5
TNFRSF14	2
TNFRSF1A	112
TNFRSF1B	4
TNFRSF21	1
TNFRSF25	1
TNFRSF4	2
TNFRSF6B	2
TNFRSF8	1
TNFRSF9	1
TNFSF10	3
TNFSF11	16
TNFSF12	1
TNFSF13	2
TNFSF13B	3
TNFSF14	4
TNFSF15	2
TNFSF18	2
TNFSF4	7
TNFSF8	2
TNIK	2
TNIP1	3
tnip1i3	2
TNK1	6
TNK2	4
TNK2tv1	3
TNKS	3
TNKS1BP1	1
TNN	2
TNNC1	28
TNNI1	1
TNNI2	11
TNNI3	138
TNNI3K	4
TNNT1	8
TNNT2	158
tnnt2tv1	11
TNNT3	5
TNP1	3
TNPO1	1
TNPO2	1
TNPO3	7
TNR	11
TNRC18	3
TNRC6A	4
TNRC6B	20
tnrc6btv3	1
TNRC6C	2
TNS1	6
TNS2	6
TNS3	2
TNXB	39
TOB2	1
TOE1	12
TOLLIP	2
TOM1	1
TOM1L1	1
TOMM20	1
TOMM20L	1
TOMM40	3
TONSL	40
TOP1	2
TOP1MT	5
TOP2A	1
TOP2B	7
TOP3A	7
TOP3B	11
TOPAZ1	3
TOPBP1	8
TOPORS	23
TOR1A	22
TOR1AIP1	5
TOR1AIP2	1
TOR1B	1
TOR2A	1
TOX	2
TOX3	1
TP53	621
TP53AIP1	2
TP53BP1	6
TP53BP2	5
TP53I13	1
TP53I3	1
TP53RK	5
TP53TG5	1
TP63	145
tp63dn	7
tp63i3	1
TP73	4
TPBG	1
TPCN1	1
TPCN2	4
TPGS1	1
TPH1	11
TPH2	12
TPI1	20
TPK1	17
TPM1	108
tpm1.3	2
tpm1.5b	1
tpm1.7b	4
TPM2	41
TPM3	29
TPM4	2
TPMT	36
TPO	151
TPP1	148
TPP2	12
TPPP	1
TPR	4
TPRG1	1
TPRKB	2
TPRN	12
TPSAB1	3
TPSB2	1
TPSD1	1
TPSG1	1
TPST1	1
TPTE	1
TPX2	1
TRA2A	1
TRA2B	1
TRAC	1
TRADD	3
TRAF3	2
TRAF3IP1	16
TRAF3IP2	6
TRAF6	2
TRAF7	5
TRAIP	2
TRAK1	7
TRAK2	2
TRANK1	2
TRAP1	11
TRAPPC10	2
TRAPPC11	17
TRAPPC12	3
TRAPPC2	58
trappc2i2	1
TRAPPC2L	1
TRAPPC3	1
TRAPPC6A	1
TRAPPC6B	4
TRAPPC8	1
TRAPPC9	21
TRB	1
TRBV4-3	1
TRBV9	1
TRD	2
TRDMT1	1
TRDN	13
TREH	2
TREM1	1
TREM2	57
trem2v	3
TREML2	5
TREML4	1
TRERF1	2
TREX1	72
trex1tv1	5
TREX2	1
TRG-TCC1-1	1
TRH	3
TRHR	7
TRIB1	4
TRIB2	1
TRIB3	4
tribal	1
TRIM11	1
TRIM17	1
TRIM2	8
TRIM21	1
TRIM22	7
TRIM23	1
TRIM24	1
TRIM28	24
TRIM32	21
TRIM34	1
TRIM36	1
TRIM37	24
TRIM38	1
TRIM41	4
TRIM44	1
TRIM46	1
TRIM47	1
TRIM5	7
TRIM51	1
TRIM54	7
TRIM55	9
TRIM58	2
TRIM6	2
TRIM63	12
TRIM71	2
TRIM8	8
TRIM9	3
TRIML2	2
TRIO	40
TRIOBP	44
TRIP10	1
TRIP11	22
TRIP12	39
TRIP13	2
TRIP4	3
TRIT1	8
TRMO	1
TRMT1	6
TRMT10A	8
TRMT10C	2
TRMT112	1
TRMT12	1
TRMT1L	3
TRMT2A	2
TRMT44	3
TRMT5	4
TRMU	26
TRNAU1AP	1
TRNT1	26
TRO	1
TROAP	1
TRPA1	3
TRPC3	3
TRPC4	1
TRPC5	7
TRPC6	55
TRPC7	1
TRPM1	90
TRPM2	4
TRPM3	9
trpm3tv9	1
TRPM4	47
TRPM5	2
TRPM6	72
TRPM7	7
TRPM8	1
TRPS1	148
TRPV1	8
TRPV3	18
TRPV4	87
TRPV5	4
TRPV6	11
TRRAP	47
TRU-TCA1-1	1
TSBP1	14
TSC1	423
TSC2	1323
TSC22D2	1
TSEN15	3
TSEN2	5
TSEN34	2
TSEN54	22
TSFM	12
TSG101	1
TSGA10	1
TSGA10IP	1
TSHB	14
TSHR	169
TSHZ1	5
TSHZ2	3
TSHZ3	8
TSKS	2
TSLP	3
TSNARE1	5
TSNAX	1
TSPAN1	1
TSPAN10	3
TSPAN11	1
TSPAN12	88
TSPAN17	2
TSPAN18	1
TSPAN31	1
TSPAN4	2
TSPAN5	2
TSPAN6	1
TSPAN7	12
TSPAN8	2
TSPEAR	10
TSPO	2
TSPOAP1	4
TSPY1	10
TSPYL1	8
TSPYL2	2
TSPYL5	1
TSPYL6	2
TSR1	6
TSR2	2
TSSC4	1
TSSK1B	1
TSSK2	2
TSSK4	3
TST	4
TTBK1	2
TTBK2	12
TTC1	1
TTC16	1
TTC17	1
TTC19	12
TTC21A	6
TTC21B	68
TTC22	1
ttc22tv2	1
TTC25	2
TTC27	1
TTC28	5
TTC3	1
TTC30B	1
TTC36	1
TTC37	68
TTC38	1
TTC39B	8
TTC4	1
TTC5	2
TTC6	1
TTC7A	50
TTC8	20
ttc8r	7
TTC9C	1
TTF1	4
TTF2	4
TTI1	3
TTI2	6
TTK	1
TTLL1	1
TTLL11	1
TTLL2	1
TTLL5	13
TTLL6	1
TTN	363
ttnic	589
ttnltv	118
ttnnovex1	4
ttnnovex2	38
ttnnovex3	26
ttntvn2b	61
TTPA	30
TTR	198
ttte	1
TTTY13	1
TUB	4
TUBA1A	95
TUBA1C	1
TUBA3D	2
TUBA3E	2
TUBA4A	13
TUBA8	5
TUBAL3	1
TUBB	8
TUBB1	16
TUBB2A	9
TUBB2B	39
TUBB3	31
TUBB4A	44
TUBB4B	3
TUBB6	3
TUBB8	48
TUBD1	1
TUBG1	10
TUBGCP2	1
TUBGCP3	1
TUBGCP4	6
TUBGCP5	2
TUBGCP6	11
TUFM	8
TUFT1	1
TUG1	1
TULP1	79
TULP2	1
TULP3	1
TULP4	2
TUSC1	1
TUSC2	1
TUSC3	18
TUT1	2
TUT4	2
TWIST1	218
TWIST2	9
TWNK	93
TWSG1	3
TXLNA	1
TXLNB	2
TXN2	5
TXNDC15	5
TXNDC5	1
TXNL4A	11
TXNRD1	1
TXNRD2	5
TYK2	17
TYMP	97
TYMS	5
TYR	467
TYRO3	1
TYROBP	15
TYRP1	57
TYW5	1
U2AF2	3
u2hr	19
U2SURP	2
UACA	5
UBA1	5
UBA2	2
UBA3	2
UBA5	21
UBA6	1
UBA7	2
UBAC2	1
UBALD1	3
UBAP1	12
UBAP2	5
UBAP2L	1
UBASH3A	2
UBB	1
UBC	1
UBD	2
UBE2A	27
UBE2B	7
UBE2E1	1
UBE2F	1
UBE2H	1
UBE2I	1
UBE2J2	1
UBE2L3	1
UBE2NL	1
UBE2O	1
UBE2Q1	1
UBE2QL1	1
UBE2T	7
UBE3A	251
UBE3B	28
UBE3C	4
UBE3D	1
UBE4A	3
UBE4B	1
UBIAD1	32
UBL3	1
UBN1	1
UBN2	5
UBQLN1	3
UBQLN2	32
UBQLN3	1
UBQLN4	2
UBQLNL	1
UBR1	77
UBR2	4
UBR3	6
UBR4	17
UBR5	7
UBR7	1
UBTF	3
UBXN2A	1
UBXN2B	1
UBXN6	3
UCHL1	6
UCHL3	1
UCMA	3
UCP1	7
UCP2	10
UCP3	9
UFC1	2
UFD1	4
UFL1	2
UFM1	2
UFSP1	1
UFSP2	3
UGCG	2
UGDH	2
UGGT1	4
UGP2	1
UGT1A1	164
UGT1A10	3
UGT1A3	5
UGT1A4	15
UGT1A5	1
UGT1A6	8
UGT1A7	7
UGT1A8	8
UGT1A9	9
